Crime_ID,City,Latitude,Longitude,Crime_Type,Date,Year,Month,Day_of_Week,Hour,Area_Type,Safety_Score,Police_Response_Time,Status
CR001250,Lucknow,26.822,80.9721,Assault,2024-04-04,2024,4,Thursday,14,Mixed,4.1,8,Resolved
CR001251,Lucknow,26.8837,80.964,Assault,2025-10-21,2025,10,Tuesday,20,Residential,3.4,11,Resolved
CR001252,Bangalore,12.9915,77.5703,Assault,2025-04-01,2025,4,Tuesday,21,Industrial,3.6,35,Resolved
CR001253,Lucknow,26.8608,80.9839,Assault,2025-05-29,2025,5,Thursday,8,Commercial,2.7,19,Resolved
CR001254,Chennai,13.1251,80.2877,Fraud,2025-10-16,2025,10,Thursday,22,Industrial,4.1,8,Open
CR001255,Bangalore,12.9676,77.6012,Theft,2025-09-02,2025,9,Tuesday,8,Mixed,4.1,5,Resolved
CR001256,Lucknow,26.8695,80.9761,Fraud,2024-11-21,2024,11,Thursday,17,Mixed,3.6,31,Open
CR001257,Lucknow,26.8663,80.9886,Assault,2023-12-25,2023,12,Monday,15,Residential,2.9,5,Under Investigation
CR001258,Ahmedabad,23.0492,72.5963,Robbery,2025-04-02,2025,4,Wednesday,10,Commercial,3.8,40,Resolved
CR001259,Ahmedabad,22.9892,72.5932,Domestic Violence,2024-07-21,2024,7,Sunday,12,Industrial,4.2,41,Under Investigation
CR001260,Mumbai,19.0309,72.8612,Robbery,2025-03-24,2025,3,Monday,16,Mixed,3.1,23,Open
CR001261,Mumbai,19.056,72.8808,Burglary,2023-11-18,2023,11,Saturday,10,Mixed,4.5,39,Resolved
CR001262,Ahmedabad,23.0343,72.5932,Burglary,2024-06-28,2024,6,Friday,19,Industrial,2.3,44,Under Investigation
CR001263,Pune,18.5499,73.8107,Burglary,2024-08-04,2024,8,Sunday,16,Commercial,4.9,12,Resolved
CR001264,Bangalore,13.0205,77.5719,Fraud,2024-05-29,2024,5,Wednesday,14,Industrial,4.9,19,Resolved
CR001265,Bangalore,12.924,77.6344,Robbery,2025-01-13,2025,1,Monday,6,Residential,3.3,17,Under Investigation
CR001266,Jaipur,26.9153,75.8127,Burglary,2024-11-07,2024,11,Thursday,22,Residential,3.1,25,Under Investigation
CR001267,Chennai,13.1163,80.2606,Burglary,2024-10-04,2024,10,Friday,14,Industrial,4.6,7,Open
CR001268,Hyderabad,17.3913,78.4529,Burglary,2024-07-07,2024,7,Sunday,17,Industrial,3.1,10,Open
CR001269,Delhi,28.5843,77.1674,Assault,2024-12-28,2024,12,Saturday,15,Commercial,3.0,35,Under Investigation
CR001270,Chennai,13.0489,80.2947,Burglary,2025-04-05,2025,4,Saturday,11,Commercial,4.3,8,Under Investigation
CR001271,Pune,18.5029,73.8902,Domestic Violence,2025-05-14,2025,5,Wednesday,14,Residential,3.7,25,Resolved
CR001272,Lucknow,26.881,80.968,Fraud,2025-10-19,2025,10,Sunday,16,Residential,3.8,35,Resolved
CR001273,Jaipur,26.8655,75.8097,Fraud,2024-08-18,2024,8,Sunday,16,Mixed,3.1,12,Resolved
CR001274,Lucknow,26.825,80.9602,Assault,2024-02-17,2024,2,Saturday,14,Mixed,2.2,5,Resolved
CR001275,Kolkata,22.5966,88.3923,Burglary,2024-11-23,2024,11,Saturday,17,Residential,4.5,26,Open
CR001276,Chennai,13.1242,80.2984,Theft,2024-09-12,2024,9,Thursday,14,Mixed,2.4,22,Under Investigation
CR001277,Chennai,13.1162,80.2501,Theft,2025-05-06,2025,5,Tuesday,17,Industrial,3.3,7,Resolved
CR001278,Mumbai,19.0362,72.8771,Assault,2025-09-04,2025,9,Thursday,15,Industrial,4.1,42,Resolved
CR001279,Lucknow,26.8265,80.962,Domestic Violence,2025-01-01,2025,1,Wednesday,11,Industrial,3.5,15,Resolved
CR001280,Bangalore,12.9235,77.5948,Assault,2024-06-04,2024,6,Tuesday,15,Residential,2.6,42,Resolved
CR001281,Chennai,13.0675,80.2554,Assault,2023-11-14,2023,11,Tuesday,18,Mixed,4.7,43,Resolved
CR001282,Chennai,13.0352,80.2584,Fraud,2024-03-27,2024,3,Wednesday,6,Industrial,4.5,34,Under Investigation
CR001283,Pune,18.4912,73.8391,Assault,2024-08-23,2024,8,Friday,12,Commercial,2.4,20,Resolved
CR001284,Pune,18.4843,73.8367,Theft,2025-04-05,2025,4,Saturday,12,Commercial,4.3,24,Under Investigation
CR001285,Ahmedabad,22.9947,72.5267,Assault,2025-09-09,2025,9,Tuesday,15,Commercial,4.1,25,Resolved
CR001286,Chennai,13.1058,80.2249,Theft,2025-06-14,2025,6,Saturday,10,Residential,4.0,6,Resolved
CR001287,Kolkata,22.5774,88.3255,Theft,2024-01-08,2024,1,Monday,13,Mixed,4.8,25,Under Investigation
CR001288,Ahmedabad,23.0234,72.5679,Vandalism,2025-07-17,2025,7,Thursday,20,Mixed,4.2,19,Resolved
CR001289,Delhi,28.6411,77.2451,Theft,2023-11-25,2023,11,Saturday,7,Commercial,4.8,7,Under Investigation
CR001290,Hyderabad,17.4184,78.4507,Fraud,2024-12-16,2024,12,Monday,13,Commercial,3.5,12,Resolved
CR001291,Mumbai,19.1119,72.8681,Burglary,2024-11-03,2024,11,Sunday,16,Industrial,4.2,24,Resolved
CR001292,Bangalore,12.9654,77.6288,Assault,2023-12-22,2023,12,Friday,14,Mixed,2.0,19,Resolved
CR001293,Ahmedabad,22.9744,72.5341,Domestic Violence,2025-07-18,2025,7,Friday,19,Industrial,3.8,22,Resolved
CR001294,Hyderabad,17.4102,78.5304,Theft,2024-07-24,2024,7,Wednesday,23,Commercial,3.0,12,Open
CR001295,Hyderabad,17.3415,78.4801,Theft,2024-07-18,2024,7,Thursday,15,Residential,4.2,16,Resolved
CR001296,Mumbai,19.0685,72.9032,Assault,2024-03-13,2024,3,Wednesday,18,Residential,3.0,40,Resolved
CR001297,Mumbai,19.0271,72.8447,Assault,2025-06-01,2025,6,Sunday,17,Commercial,2.4,7,Resolved
CR001298,Ahmedabad,22.9872,72.5667,Fraud,2023-11-19,2023,11,Sunday,7,Commercial,4.5,9,Resolved
CR001299,Jaipur,26.913,75.7772,Theft,2025-03-13,2025,3,Thursday,8,Residential,2.3,28,Under Investigation
CR001300,Jaipur,26.9,75.8131,Robbery,2024-11-28,2024,11,Thursday,19,Industrial,2.8,10,Under Investigation
CR001301,Pune,18.5299,73.8656,Assault,2025-03-14,2025,3,Friday,15,Residential,3.0,27,Resolved
CR001302,Delhi,28.6456,77.2098,Robbery,2024-08-23,2024,8,Friday,21,Industrial,4.4,26,Resolved
CR001303,Mumbai,19.122,72.891,Assault,2024-10-29,2024,10,Tuesday,14,Industrial,4.3,33,Under Investigation
CR001304,Lucknow,26.8589,80.8987,Burglary,2025-03-11,2025,3,Tuesday,17,Mixed,3.1,18,Resolved
CR001305,Delhi,28.5877,77.1671,Assault,2024-01-19,2024,1,Friday,12,Residential,4.8,27,Resolved
CR001306,Lucknow,26.8179,80.982,Theft,2025-03-23,2025,3,Sunday,23,Residential,3.3,21,Under Investigation
CR001307,Hyderabad,17.3925,78.4482,Burglary,2025-10-14,2025,10,Tuesday,16,Industrial,3.7,8,Resolved
CR001308,Kolkata,22.5476,88.3713,Fraud,2024-06-10,2024,6,Monday,22,Commercial,2.9,25,Under Investigation
CR001309,Lucknow,26.8315,80.9927,Robbery,2024-09-22,2024,9,Sunday,12,Residential,5.0,19,Resolved
CR001310,Hyderabad,17.3705,78.4476,Fraud,2025-02-21,2025,2,Friday,13,Industrial,3.0,6,Open
CR001311,Pune,18.5086,73.8807,Assault,2024-03-25,2024,3,Monday,10,Residential,4.1,40,Under Investigation
CR001312,Mumbai,19.0973,72.8645,Burglary,2024-08-28,2024,8,Wednesday,20,Residential,3.7,21,Open
CR001313,Kolkata,22.5345,88.3922,Burglary,2023-12-08,2023,12,Friday,20,Commercial,4.7,43,Resolved
CR001314,Ahmedabad,23.0064,72.5666,Theft,2025-04-26,2025,4,Saturday,15,Commercial,3.4,29,Resolved
CR001315,Bangalore,12.9338,77.6311,Assault,2025-04-29,2025,4,Tuesday,18,Commercial,4.4,13,Resolved
CR001316,Mumbai,19.0598,72.8767,Burglary,2025-06-02,2025,6,Monday,14,Commercial,2.8,35,Resolved
CR001317,Kolkata,22.5337,88.3483,Assault,2024-08-16,2024,8,Friday,9,Commercial,4.3,35,Resolved
CR001318,Ahmedabad,23.0091,72.5251,Fraud,2024-09-11,2024,9,Wednesday,21,Commercial,4.0,39,Resolved
CR001319,Lucknow,26.8862,80.9677,Assault,2024-06-21,2024,6,Friday,12,Residential,3.0,40,Resolved
CR001320,Ahmedabad,23.0198,72.6114,Burglary,2024-03-27,2024,3,Wednesday,21,Commercial,4.4,34,Resolved
CR001321,Pune,18.5627,73.8196,Burglary,2024-10-15,2024,10,Tuesday,19,Industrial,3.1,13,Resolved
CR001322,Hyderabad,17.3479,78.4455,Domestic Violence,2024-09-08,2024,9,Sunday,20,Mixed,4.4,39,Resolved
CR001323,Pune,18.5025,73.8104,Fraud,2024-09-09,2024,9,Monday,13,Residential,4.5,40,Under Investigation
CR001324,Lucknow,26.8083,80.9033,Domestic Violence,2025-01-14,2025,1,Tuesday,15,Mixed,3.4,22,Resolved
CR001325,Pune,18.4849,73.8766,Theft,2024-06-07,2024,6,Friday,17,Residential,3.9,21,Resolved
CR001326,Ahmedabad,23.0546,72.5649,Assault,2023-11-01,2023,11,Wednesday,5,Commercial,3.1,40,Under Investigation
CR001327,Mumbai,19.1075,72.8636,Assault,2025-08-11,2025,8,Monday,22,Residential,4.3,33,Open
CR001328,Lucknow,26.8423,80.9776,Burglary,2023-12-28,2023,12,Thursday,23,Residential,3.9,30,Resolved
CR001329,Kolkata,22.6059,88.3827,Theft,2025-04-07,2025,4,Monday,10,Residential,2.7,38,Resolved
CR001330,Pune,18.482,73.8646,Burglary,2024-01-31,2024,1,Wednesday,10,Residential,2.7,34,Resolved
CR001331,Jaipur,26.8742,75.8129,Theft,2023-11-27,2023,11,Monday,17,Mixed,2.8,41,Under Investigation
CR001332,Lucknow,26.8852,80.9007,Theft,2025-10-10,2025,10,Friday,22,Commercial,4.7,25,Resolved
CR001333,Delhi,28.6623,77.2147,Assault,2024-02-27,2024,2,Tuesday,14,Mixed,3.8,27,Resolved
CR001334,Mumbai,19.1116,72.8394,Assault,2024-02-13,2024,2,Tuesday,14,Residential,2.8,6,Under Investigation
CR001335,Chennai,13.0638,80.2328,Domestic Violence,2024-12-10,2024,12,Tuesday,7,Residential,2.1,31,Under Investigation
CR001336,Lucknow,26.8231,80.9092,Robbery,2025-05-01,2025,5,Thursday,18,Industrial,4.7,8,Resolved
CR001337,Kolkata,22.587,88.3853,Theft,2023-11-06,2023,11,Monday,16,Mixed,2.9,5,Resolved
CR001338,Chennai,13.0333,80.225,Theft,2024-09-08,2024,9,Sunday,18,Mixed,2.1,8,Under Investigation
CR001339,Delhi,28.6038,77.2098,Domestic Violence,2025-06-24,2025,6,Tuesday,8,Mixed,4.8,27,Resolved
CR001340,Bangalore,12.9855,77.5894,Assault,2025-01-28,2025,1,Tuesday,7,Residential,2.0,9,Under Investigation
CR001341,Lucknow,26.8206,80.9183,Murder,2024-01-18,2024,1,Thursday,11,Residential,2.1,30,Resolved
CR001342,Pune,18.5,73.8629,Assault,2024-03-04,2024,3,Monday,18,Mixed,2.3,37,Under Investigation
CR001343,Jaipur,26.9442,75.7379,Murder,2025-08-19,2025,8,Tuesday,16,Mixed,3.3,15,Resolved
CR001344,Lucknow,26.8964,80.9742,Theft,2024-08-31,2024,8,Saturday,14,Mixed,5.0,42,Resolved
CR001345,Bangalore,12.9376,77.6161,Assault,2025-08-20,2025,8,Wednesday,23,Industrial,4.8,12,Under Investigation
CR001346,Ahmedabad,23.0068,72.5987,Assault,2025-07-09,2025,7,Wednesday,15,Mixed,3.8,27,Resolved
CR001347,Chennai,13.0458,80.2449,Theft,2024-05-13,2024,5,Monday,6,Commercial,3.4,22,Open
CR001348,Pune,18.5444,73.8938,Assault,2025-09-13,2025,9,Saturday,8,Mixed,2.5,14,Resolved
CR001349,Hyderabad,17.3776,78.4894,Burglary,2025-08-06,2025,8,Wednesday,6,Residential,4.9,12,Resolved
CR001350,Lucknow,26.8869,80.9752,Burglary,2025-02-01,2025,2,Saturday,14,Mixed,4.4,29,Open
CR001351,Jaipur,26.9331,75.7852,Assault,2025-05-30,2025,5,Friday,17,Residential,4.4,38,Under Investigation
CR001352,Lucknow,26.8954,80.936,Burglary,2025-01-23,2025,1,Thursday,22,Industrial,4.4,21,Resolved
CR001353,Kolkata,22.5717,88.3356,Theft,2024-01-21,2024,1,Sunday,9,Residential,4.5,37,Open
CR001354,Delhi,28.6199,77.1988,Assault,2024-07-23,2024,7,Tuesday,15,Residential,2.2,21,Resolved
CR001355,Bangalore,12.9697,77.6007,Domestic Violence,2024-07-27,2024,7,Saturday,7,Residential,4.9,43,Open
CR001356,Bangalore,12.9996,77.5924,Burglary,2025-05-24,2025,5,Saturday,14,Industrial,4.6,41,Open
CR001357,Lucknow,26.8097,80.9077,Theft,2025-02-03,2025,2,Monday,12,Commercial,4.2,27,Resolved
CR001358,Kolkata,22.5328,88.3876,Robbery,2024-08-15,2024,8,Thursday,20,Commercial,3.8,39,Under Investigation
CR001359,Ahmedabad,23.0411,72.5654,Burglary,2024-12-08,2024,12,Sunday,19,Industrial,3.2,14,Resolved
CR001360,Hyderabad,17.3628,78.4555,Theft,2024-01-30,2024,1,Tuesday,22,Mixed,4.5,17,Resolved
CR001361,Ahmedabad,23.0447,72.6207,Theft,2024-01-12,2024,1,Friday,9,Industrial,4.5,8,Resolved
CR001362,Lucknow,26.8921,80.9473,Fraud,2024-11-16,2024,11,Saturday,10,Residential,2.4,8,Under Investigation
CR001363,Chennai,13.078,80.3085,Theft,2025-05-05,2025,5,Monday,15,Commercial,2.7,6,Under Investigation
CR001364,Jaipur,26.9247,75.7531,Domestic Violence,2025-04-14,2025,4,Monday,5,Residential,4.1,13,Under Investigation
CR001365,Pune,18.4708,73.8599,Theft,2024-11-22,2024,11,Friday,15,Industrial,4.9,9,Resolved
CR001366,Kolkata,22.526,88.3824,Domestic Violence,2024-05-22,2024,5,Wednesday,14,Commercial,2.1,43,Resolved
CR001367,Hyderabad,17.3667,78.5021,Theft,2023-11-24,2023,11,Friday,19,Residential,3.6,38,Resolved
CR001368,Bangalore,12.9331,77.6374,Domestic Violence,2025-05-28,2025,5,Wednesday,20,Industrial,2.6,13,Resolved
CR001369,Lucknow,26.8883,80.9291,Assault,2025-10-13,2025,10,Monday,20,Industrial,4.9,10,Resolved
CR001370,Mumbai,19.0825,72.8725,Burglary,2025-05-23,2025,5,Friday,22,Mixed,2.1,19,Resolved
CR001371,Hyderabad,17.3894,78.4605,Domestic Violence,2025-07-25,2025,7,Friday,11,Mixed,2.6,43,Under Investigation
CR001372,Bangalore,12.9826,77.6177,Murder,2025-02-22,2025,2,Saturday,12,Mixed,2.3,22,Resolved
CR001373,Lucknow,26.8694,80.9472,Burglary,2024-08-11,2024,8,Sunday,15,Commercial,2.4,26,Open
CR001374,Chennai,13.0535,80.2332,Theft,2024-10-25,2024,10,Friday,15,Commercial,3.0,42,Under Investigation
CR001375,Hyderabad,17.3814,78.4782,Theft,2024-08-20,2024,8,Tuesday,15,Mixed,4.8,28,Under Investigation
CR001376,Ahmedabad,22.9749,72.5978,Assault,2025-01-29,2025,1,Wednesday,7,Commercial,2.6,39,Resolved
CR001377,Bangalore,12.9286,77.5887,Theft,2025-09-14,2025,9,Sunday,12,Residential,2.7,39,Under Investigation
CR001378,Bangalore,12.9561,77.5786,Fraud,2024-07-12,2024,7,Friday,17,Mixed,3.2,22,Open
CR001379,Ahmedabad,23.0156,72.5901,Theft,2024-04-03,2024,4,Wednesday,13,Residential,3.3,36,Resolved
CR001380,Kolkata,22.5494,88.3959,Murder,2024-12-03,2024,12,Tuesday,15,Commercial,4.4,15,Resolved
CR001381,Delhi,28.6613,77.1918,Fraud,2024-10-31,2024,10,Thursday,23,Mixed,4.0,38,Under Investigation
CR001382,Jaipur,26.8898,75.7487,Theft,2025-06-28,2025,6,Saturday,19,Residential,3.8,38,Under Investigation
CR001383,Chennai,13.0914,80.2659,Domestic Violence,2024-09-19,2024,9,Thursday,15,Commercial,3.9,12,Resolved
CR001384,Hyderabad,17.378,78.4854,Theft,2025-01-19,2025,1,Sunday,11,Commercial,3.0,11,Under Investigation
CR001385,Hyderabad,17.3504,78.4744,Assault,2025-06-20,2025,6,Friday,12,Mixed,4.4,17,Resolved
CR001386,Hyderabad,17.4103,78.492,Burglary,2025-09-21,2025,9,Sunday,8,Mixed,3.0,30,Resolved
CR001387,Bangalore,12.9608,77.5959,Domestic Violence,2024-10-11,2024,10,Friday,12,Industrial,4.7,41,Resolved
CR001388,Bangalore,13.014,77.6085,Domestic Violence,2024-01-05,2024,1,Friday,21,Commercial,2.6,26,Resolved
CR001389,Kolkata,22.5676,88.3945,Theft,2024-01-28,2024,1,Sunday,22,Mixed,4.9,37,Resolved
CR001390,Chennai,13.109,80.2275,Theft,2024-06-23,2024,6,Sunday,22,Industrial,4.7,35,Resolved
CR001391,Lucknow,26.8959,80.9945,Assault,2024-04-04,2024,4,Thursday,9,Commercial,2.0,5,Resolved
CR001392,Hyderabad,17.3425,78.444,Theft,2023-11-27,2023,11,Monday,13,Mixed,3.1,12,Resolved
CR001393,Ahmedabad,23.0275,72.5485,Assault,2024-07-13,2024,7,Saturday,11,Residential,3.0,33,Resolved
CR001394,Kolkata,22.5998,88.4037,Burglary,2025-01-10,2025,1,Friday,9,Commercial,2.2,20,Open
CR001395,Kolkata,22.6106,88.365,Theft,2024-09-01,2024,9,Sunday,11,Residential,4.9,7,Under Investigation
CR001396,Pune,18.5079,73.8075,Assault,2025-01-24,2025,1,Friday,13,Industrial,3.7,29,Open
CR001397,Chennai,13.0569,80.2644,Assault,2025-07-28,2025,7,Monday,14,Commercial,2.1,6,Under Investigation
CR001398,Hyderabad,17.4274,78.4445,Fraud,2025-07-14,2025,7,Monday,8,Industrial,4.7,28,Under Investigation
CR001399,Ahmedabad,23.0114,72.5702,Murder,2024-04-29,2024,4,Monday,17,Mixed,5.0,8,Resolved
CR001400,Hyderabad,17.3642,78.4448,Theft,2024-06-25,2024,6,Tuesday,14,Mixed,3.9,7,Open
CR001401,Delhi,28.6135,77.2021,Vandalism,2024-08-02,2024,8,Friday,22,Industrial,3.8,42,Open
CR001402,Mumbai,19.1149,72.8605,Burglary,2024-12-24,2024,12,Tuesday,4,Industrial,4.5,26,Under Investigation
CR001403,Chennai,13.0789,80.2219,Burglary,2025-08-16,2025,8,Saturday,1,Residential,4.9,12,Open
CR001404,Mumbai,19.0268,72.8918,Theft,2024-12-13,2024,12,Friday,19,Commercial,2.3,33,Under Investigation
CR001405,Kolkata,22.5355,88.323,Theft,2025-07-06,2025,7,Sunday,9,Industrial,2.6,38,Under Investigation
CR001406,Jaipur,26.8974,75.8219,Fraud,2025-02-16,2025,2,Sunday,15,Mixed,4.4,32,Resolved
CR001407,Jaipur,26.954,75.8281,Theft,2025-09-02,2025,9,Tuesday,13,Mixed,3.6,6,Under Investigation
CR001408,Lucknow,26.8112,80.9426,Domestic Violence,2024-02-20,2024,2,Tuesday,12,Residential,3.0,12,Resolved
CR001409,Mumbai,19.1091,72.8632,Theft,2025-03-24,2025,3,Monday,7,Residential,3.2,8,Resolved
CR001410,Jaipur,26.9375,75.7437,Assault,2024-06-21,2024,6,Friday,13,Mixed,3.7,19,Resolved
CR001411,Ahmedabad,23.0177,72.523,Domestic Violence,2024-11-07,2024,11,Thursday,22,Commercial,2.8,29,Under Investigation
CR001412,Jaipur,26.9451,75.7733,Assault,2024-03-15,2024,3,Friday,0,Mixed,2.8,21,Resolved
CR001413,Delhi,28.5943,77.2131,Theft,2024-04-23,2024,4,Tuesday,11,Residential,4.9,16,Resolved
CR001414,Kolkata,22.5618,88.354,Theft,2025-01-03,2025,1,Friday,20,Commercial,4.1,33,Resolved
CR001415,Jaipur,26.929,75.7638,Assault,2025-10-19,2025,10,Sunday,15,Commercial,3.8,15,Under Investigation
CR001416,Pune,18.4753,73.8954,Assault,2024-08-24,2024,8,Saturday,13,Mixed,3.1,44,Open
CR001417,Hyderabad,17.3615,78.4496,Robbery,2025-04-03,2025,4,Thursday,17,Mixed,2.5,5,Under Investigation
CR001418,Chennai,13.1022,80.2515,Fraud,2024-09-02,2024,9,Monday,4,Mixed,4.5,24,Resolved
CR001419,Delhi,28.6108,77.2015,Theft,2024-03-05,2024,3,Tuesday,19,Commercial,5.0,39,Resolved
CR001420,Hyderabad,17.3945,78.4716,Burglary,2024-12-01,2024,12,Sunday,17,Industrial,4.1,33,Under Investigation
CR001421,Jaipur,26.9306,75.7722,Theft,2024-01-13,2024,1,Saturday,7,Industrial,3.4,43,Under Investigation
CR001422,Mumbai,19.0325,72.9016,Theft,2025-09-04,2025,9,Thursday,16,Residential,4.5,9,Resolved
CR001423,Ahmedabad,22.9932,72.555,Theft,2024-04-10,2024,4,Wednesday,21,Residential,2.9,18,Under Investigation
CR001424,Pune,18.501,73.8735,Assault,2024-05-19,2024,5,Sunday,23,Residential,4.0,42,Resolved
CR001425,Bangalore,12.9619,77.582,Theft,2025-05-01,2025,5,Thursday,14,Industrial,5.0,20,Open
CR001426,Pune,18.5337,73.8958,Burglary,2024-11-29,2024,11,Friday,17,Industrial,3.2,22,Under Investigation
CR001427,Pune,18.4705,73.8683,Theft,2023-11-21,2023,11,Tuesday,22,Industrial,3.0,20,Resolved
CR001428,Kolkata,22.5806,88.3801,Assault,2024-11-28,2024,11,Thursday,7,Industrial,4.7,9,Under Investigation
CR001429,Hyderabad,17.3607,78.4468,Assault,2024-05-10,2024,5,Friday,15,Industrial,2.1,12,Resolved
CR001430,Chennai,13.0616,80.2869,Assault,2024-04-11,2024,4,Thursday,17,Residential,3.7,15,Resolved
CR001431,Bangalore,12.9995,77.5695,Assault,2024-10-07,2024,10,Monday,19,Commercial,4.0,9,Open
CR001432,Hyderabad,17.348,78.5334,Domestic Violence,2024-03-24,2024,3,Sunday,9,Residential,3.8,15,Resolved
CR001433,Ahmedabad,23.0113,72.5315,Domestic Violence,2025-06-14,2025,6,Saturday,14,Commercial,4.5,7,Resolved
CR001434,Chennai,13.0536,80.2972,Fraud,2025-05-11,2025,5,Sunday,12,Industrial,3.5,30,Under Investigation
CR001435,Mumbai,19.0291,72.8972,Burglary,2024-10-18,2024,10,Friday,16,Mixed,2.8,7,Resolved
CR001436,Kolkata,22.5353,88.3525,Robbery,2024-02-28,2024,2,Wednesday,22,Industrial,4.3,7,Resolved
CR001437,Ahmedabad,23.0463,72.592,Murder,2025-02-25,2025,2,Tuesday,20,Mixed,3.7,13,Under Investigation
CR001438,Hyderabad,17.421,78.5308,Theft,2024-04-29,2024,4,Monday,12,Residential,3.1,9,Resolved
CR001439,Hyderabad,17.3637,78.4689,Assault,2025-08-06,2025,8,Wednesday,16,Commercial,4.2,14,Under Investigation
CR001440,Ahmedabad,23.0137,72.596,Burglary,2025-04-16,2025,4,Wednesday,19,Residential,5.0,17,Resolved
CR001441,Ahmedabad,22.981,72.5459,Domestic Violence,2025-05-22,2025,5,Thursday,8,Residential,2.1,37,Open
CR001442,Mumbai,19.0494,72.9013,Theft,2024-12-25,2024,12,Wednesday,14,Industrial,4.2,12,Resolved
CR001443,Hyderabad,17.3697,78.5203,Domestic Violence,2024-02-05,2024,2,Monday,9,Mixed,2.2,42,Resolved
CR001444,Kolkata,22.5563,88.3892,Theft,2025-07-11,2025,7,Friday,21,Commercial,2.5,39,Under Investigation
CR001445,Pune,18.5592,73.8319,Burglary,2025-09-27,2025,9,Saturday,17,Industrial,4.3,26,Under Investigation
CR001446,Hyderabad,17.391,78.5063,Theft,2024-09-25,2024,9,Wednesday,10,Commercial,4.5,32,Resolved
CR001447,Jaipur,26.8733,75.8125,Theft,2025-02-17,2025,2,Monday,10,Commercial,4.6,7,Under Investigation
CR001448,Hyderabad,17.3667,78.5007,Burglary,2025-03-22,2025,3,Saturday,9,Industrial,2.3,33,Under Investigation
CR001449,Lucknow,26.8804,80.9575,Theft,2024-06-24,2024,6,Monday,21,Industrial,4.1,7,Resolved
CR001450,Delhi,28.6209,77.1896,Theft,2024-11-08,2024,11,Friday,16,Residential,4.1,23,Open
CR001451,Bangalore,12.9449,77.6035,Fraud,2025-03-08,2025,3,Saturday,0,Commercial,2.1,37,Resolved
CR001452,Delhi,28.6184,77.2106,Theft,2024-11-28,2024,11,Thursday,5,Mixed,2.4,39,Resolved
CR001453,Chennai,13.112,80.2878,Assault,2025-01-17,2025,1,Friday,11,Residential,3.0,40,Under Investigation
CR001454,Chennai,13.094,80.2969,Robbery,2024-05-23,2024,5,Thursday,12,Industrial,2.9,38,Under Investigation
CR001455,Delhi,28.625,77.1769,Burglary,2024-07-09,2024,7,Tuesday,14,Residential,2.5,34,Under Investigation
CR001456,Chennai,13.0472,80.2328,Assault,2024-01-05,2024,1,Friday,12,Industrial,3.6,21,Resolved
CR001457,Bangalore,12.9907,77.5967,Vandalism,2024-05-29,2024,5,Wednesday,19,Residential,4.9,17,Open
CR001458,Delhi,28.5915,77.1972,Burglary,2025-07-24,2025,7,Thursday,7,Residential,4.1,27,Resolved
CR001459,Hyderabad,17.3459,78.484,Domestic Violence,2024-04-20,2024,4,Saturday,17,Residential,2.9,41,Open
CR001460,Pune,18.5496,73.9028,Burglary,2024-10-15,2024,10,Tuesday,14,Mixed,3.8,21,Resolved
CR001461,Jaipur,26.9623,75.7691,Theft,2024-04-13,2024,4,Saturday,14,Industrial,2.3,23,Resolved
CR001462,Kolkata,22.5883,88.4058,Burglary,2023-12-08,2023,12,Friday,15,Residential,3.6,19,Under Investigation
CR001463,Kolkata,22.5376,88.3589,Theft,2025-05-23,2025,5,Friday,8,Residential,3.5,11,Under Investigation
CR001464,Bangalore,12.9562,77.5785,Assault,2025-04-13,2025,4,Sunday,17,Industrial,3.4,22,Resolved
CR001465,Ahmedabad,23.0698,72.5995,Theft,2024-11-19,2024,11,Tuesday,19,Industrial,3.0,25,Resolved
CR001466,Pune,18.513,73.8129,Assault,2023-12-26,2023,12,Tuesday,8,Industrial,4.9,5,Open
CR001467,Delhi,28.6186,77.1795,Domestic Violence,2025-07-23,2025,7,Wednesday,20,Residential,4.4,6,Resolved
CR001468,Lucknow,26.8047,80.9713,Theft,2024-03-15,2024,3,Friday,17,Industrial,3.6,32,Open
CR001469,Mumbai,19.0686,72.9149,Burglary,2024-09-30,2024,9,Monday,13,Commercial,2.6,19,Resolved
CR001470,Jaipur,26.9488,75.7969,Assault,2024-02-04,2024,2,Sunday,16,Mixed,4.0,29,Resolved
CR001471,Jaipur,26.962,75.749,Domestic Violence,2024-07-03,2024,7,Wednesday,20,Industrial,3.1,42,Open
CR001472,Hyderabad,17.4062,78.5285,Theft,2025-09-15,2025,9,Monday,14,Mixed,3.3,31,Resolved
CR001473,Delhi,28.6091,77.2407,Robbery,2025-05-04,2025,5,Sunday,8,Mixed,2.9,9,Resolved
CR001474,Lucknow,26.8497,80.9863,Assault,2024-07-26,2024,7,Friday,4,Industrial,4.3,38,Resolved
CR001475,Ahmedabad,22.981,72.5658,Domestic Violence,2024-05-14,2024,5,Tuesday,13,Industrial,3.3,30,Resolved
CR001476,Delhi,28.6532,77.1932,Murder,2024-02-13,2024,2,Tuesday,23,Residential,2.1,22,Under Investigation
CR001477,Mumbai,19.0497,72.8703,Assault,2024-06-29,2024,6,Saturday,12,Commercial,3.5,33,Under Investigation
CR001478,Chennai,13.1309,80.2916,Theft,2025-02-11,2025,2,Tuesday,10,Commercial,4.2,23,Resolved
